  Frequency             DB(V(VOUT))           P(V(VOUT))           
  2.355049283896e+01  4.184884337783e+01  -6.498665948578e+01  
  2.360478233180e+01  4.183900607225e+01  -6.515765174027e+01  
  2.365919697485e+01  4.182909905613e+01  -6.532917641698e+01  
  2.371373705661e+01  4.181912172219e+01  -6.550123568238e+01  
  2.376840286624e+01  4.180907345671e+01  -6.567383171273e+01  
  2.382319469358e+01  4.179895363945e+01  -6.584696669404e+01  
  2.387811282913e+01  4.178876164361e+01  -6.602064282212e+01  
  2.393315756405e+01  4.177849683572e+01  -6.619486230255e+01  
  2.398832919019e+01  4.176815857555e+01  -6.636962735074e+01  
  2.404362800007e+01  4.175774621605e+01  -6.654494019191e+01  
  2.409905428686e+01  4.174725910323e+01  -6.672080306110e+01  
  2.415460834445e+01  4.173669657612e+01  -6.689721820317e+01  
  2.421029046736e+01  4.172605796663e+01  -6.707418787286e+01  
  2.426610095082e+01  4.171534259952e+01  -6.725171433472e+01  
  2.432204009073e+01  4.170454979223e+01  -6.742979986317e+01  
  2.437810818368e+01  4.169367885487e+01  -6.760844674247e+01  
  2.443430552694e+01  4.168272909009e+01  -6.778765726675e+01  
  2.449063241844e+01  4.167169979296e+01  -6.796743374001e+01  
  2.454708915685e+01  4.166059025092e+01  -6.814777847609e+01  
  2.460367604147e+01  4.164939974365e+01  -6.832869379869e+01  
  2.466039337234e+01  4.163812754301e+01  -6.851018204137e+01  
  2.471724145016e+01  4.162677291287e+01  -6.869224554755e+01  
  2.477422057633e+01  4.161533510910e+01  -6.887488667049e+01  
  2.483133105295e+01  4.160381337937e+01  -6.905810777329e+01  
  2.488857318282e+01  4.159220696314e+01  -6.924191122889e+01  
  2.494594726943e+01  4.158051509147e+01  -6.942629942004e+01  
  2.500345361696e+01  4.156873698697e+01  -6.961127473931e+01  
  2.506109253032e+01  4.155687186366e+01  -6.979683958908e+01  
  2.511886431509e+01  4.154491892688e+01  -6.998299638151e+01  
  2.517676927758e+01  4.153287737314e+01  -7.016974753851e+01  
  2.523480772480e+01  4.152074639006e+01  -7.035709549178e+01  
  2.529297996446e+01  4.150852515621e+01  -7.054504268273e+01  
  2.535128630497e+01  4.149621284101e+01  -7.073359156249e+01  
  2.540972705549e+01  4.148380860461e+01  -7.092274459189e+01  
  2.546830252585e+01  4.147131159775e+01  -7.111250424141e+01  
  2.552701302661e+01  4.145872096168e+01  -7.130287299119e+01  
  2.558585886905e+01  4.144603582797e+01  -7.149385333097e+01  
  2.564484036517e+01  4.143325531845e+01  -7.168544776009e+01  
  2.570395782768e+01  4.142037854504e+01  -7.187765878741e+01  
  2.576321157002e+01  4.140740460962e+01  -7.207048893135e+01  
  2.582260190634e+01  4.139433260391e+01  -7.226394071979e+01  
  2.588212915153e+01  4.138116160935e+01  -7.245801669005e+01  
  2.594179362118e+01  4.136789069690e+01  -7.265271938887e+01  
  2.600159563165e+01  4.135451892699e+01  -7.284805137233e+01  
  2.606153549998e+01  4.134104534930e+01  -7.304401520585e+01  
  2.612161354399e+01  4.132746900266e+01  -7.324061346411e+01  
  2.618183008219e+01  4.131378891488e+01  -7.343784873102e+01  
  2.624218543384e+01  4.130000410264e+01  -7.363572359964e+01  
  2.630267991895e+01  4.128611357127e+01  -7.383424067217e+01  
  2.636331385825e+01  4.127211631469e+01  -7.403340255985e+01  
  2.642408757321e+01  4.125801131516e+01  -7.423321188294e+01  
  2.648500138606e+01  4.124379754318e+01  -7.443367127062e+01  
  2.654605561975e+01  4.122947395733e+01  -7.463478336096e+01  
  2.660725059798e+01  4.121503950407e+01  -7.483655080082e+01  
  2.666858664521e+01  4.120049311760e+01  -7.503897624582e+01  
  2.673006408663e+01  4.118583371970e+01  -7.524206236022e+01  
  2.679168324819e+01  4.117106021953e+01  -7.544581181690e+01  
  2.685344445658e+01  4.115617151348e+01  -7.565022729723e+01  
  2.691534803926e+01  4.114116648498e+01  -7.585531149102e+01  
  2.697739432444e+01  4.112604400434e+01  -7.606106709642e+01  
  2.703958364108e+01  4.111080292855e+01  -7.626749681984e+01  
  2.710191631890e+01  4.109544210107e+01  -7.647460337586e+01  
  2.716439268839e+01  4.107996035170e+01  -7.668238948715e+01  
  2.722701308077e+01  4.106435649635e+01  -7.689085788432e+01  
  2.728977782808e+01  4.104862933685e+01  -7.710001130590e+01  
  2.735268726306e+01  4.103277766074e+01  -7.730985249816e+01  
  2.741574171927e+01  4.101680024110e+01  -7.752038421506e+01  
  2.747894153102e+01  4.100069583632e+01  -7.773160921810e+01  
  2.754228703338e+01  4.098446318991e+01  -7.794353027622e+01  
  2.760577856220e+01  4.096810103026e+01  -7.815615016569e+01  
  2.766941645411e+01  4.095160807045e+01  -7.836947166999e+01  
  2.773320104651e+01  4.093498300801e+01  -7.858349757966e+01  
  2.779713267759e+01  4.091822452474e+01  -7.879823069219e+01  
  2.786121168629e+01  4.090133128643e+01  -7.901367381188e+01  
  2.792543841237e+01  4.088430194265e+01  -7.922982974973e+01  
  2.798981319634e+01  4.086713512652e+01  -7.944670132323e+01  
  2.805433637951e+01  4.084982945448e+01  -7.966429135629e+01  
  2.811900830398e+01  4.083238352602e+01  -7.988260267906e+01  
  2.818382931264e+01  4.081479592346e+01  -8.010163812776e+01  
  2.824879974915e+01  4.079706521169e+01  -8.032140054454e+01  
  2.831391995799e+01  4.077918993790e+01  -8.054189277732e+01  
  2.837919028441e+01  4.076116863134e+01  -8.076311767961e+01  
  2.844461107447e+01  4.074299980304e+01  -8.098507811035e+01  
  2.851018267503e+01  4.072468194554e+01  -8.120777693371e+01  
  2.857590543374e+01  4.070621353265e+01  -8.143121701895e+01  
  2.864177969906e+01  4.068759301911e+01  -8.165540124019e+01  
  2.870780582024e+01  4.066881884035e+01  -8.188033247626e+01  
  2.877398414735e+01  4.064988941220e+01  -8.210601361047e+01  
  2.884031503126e+01  4.063080313055e+01  -8.233244753041e+01  
  2.890679882365e+01  4.061155837111e+01  -8.255963712778e+01  
  2.897343587701e+01  4.059215348908e+01  -8.278758529814e+01  
  2.904022654464e+01  4.057258681880e+01  -8.301629494071e+01  
  2.910717118066e+01  4.055285667350e+01  -8.324576895815e+01  
  2.917427014001e+01  4.053296134493e+01  -8.347601025632e+01  
  2.924152377843e+01  4.051289910305e+01  -8.370702174406e+01  
  2.930893245250e+01  4.049266819566e+01  -8.393880633295e+01  
  2.937649651961e+01  4.047226684813e+01  -8.417136693706e+01  
  2.944421633798e+01  4.045169326297e+01  -8.440470647270e+01  
  2.951209226666e+01  4.043094561952e+01  -8.463882785816e+01  
  2.958012466551e+01  4.041002207360e+01  -8.487373401348e+01  
  2.964831389524e+01  4.038892075709e+01  -8.510942786014e+01  
  2.971666031737e+01  4.036763977760e+01  -8.534591232078e+01  
  2.978516429429e+01  4.034617721806e+01  -8.558319031900e+01  
  2.985382618917e+01  4.032453113635e+01  -8.582126477896e+01  
  2.992264636608e+01  4.030269956487e+01  -8.606013862517e+01  
  2.999162518987e+01  4.028068051018e+01  -8.629981478218e+01  
  3.006076302628e+01  4.025847195253e+01  -8.654029617422e+01  
  3.013006024186e+01  4.023607184547e+01  -8.678158572497e+01  
  3.019951720401e+01  4.021347811542e+01  -8.702368635716e+01  
  3.026913428101e+01  4.019068866120e+01  -8.726660099232e+01  
  3.033891184194e+01  4.016770135363e+01  -8.751033255037e+01  
  3.040885025676e+01  4.014451403502e+01  -8.775488394936e+01  
  3.047894989627e+01  4.012112451873e+01  -8.800025810506e+01  
  3.054921113215e+01  4.009753058866e+01  -8.824645793064e+01  
  3.061963433690e+01  4.007372999883e+01  -8.849348633630e+01  
  3.069021988391e+01  4.004972047280e+01  -8.874134622890e+01  
  3.076096814740e+01  4.002549970321e+01  -8.899004051158e+01  
  3.083187950249e+01  4.000106535125e+01  -8.923957208342e+01  
  3.090295432513e+01  3.997641504612e+01  -8.948994383896e+01  
  3.097419299216e+01  3.995154638450e+01  -8.974115866791e+01  
  3.104559588128e+01  3.992645692999e+01  -8.999321945466e+01  
  3.111716337105e+01  3.990114421253e+01  -9.024612907791e+01  
  3.118889584093e+01  3.987560572786e+01  -9.049989041023e+01  
  3.126079367123e+01  3.984983893686e+01  -9.075450631767e+01  
  3.133285724315e+01  3.982384126504e+01  -9.100997965926e+01  
  3.140508693876e+01  3.979761010182e+01  -9.126631328661e+01  
  3.147748314101e+01  3.977114279997e+01  -9.152351004346e+01  
  3.155004623374e+01  3.974443667495e+01  -9.178157276519e+01  
  3.162277660168e+01  3.971748900423e+01  -9.204050427838e+01  
  3.169567463043e+01  3.969029702660e+01  -9.230030740032e+01  
  3.176874070649e+01  3.966285794154e+01  -9.256098493851e+01  
  3.184197521726e+01  3.963516890843e+01  -9.282253969021e+01  
  3.191537855100e+01  3.960722704591e+01  -9.308497444188e+01  
  3.198895109691e+01  3.957902943107e+01  -9.334829196873e+01  
  3.206269324505e+01  3.955057309871e+01  -9.361249503416e+01  
  3.213660538640e+01  3.952185504059e+01  -9.387758638923e+01  
  3.221068791283e+01  3.949287220459e+01  -9.414356877215e+01  
  3.228494121712e+01  3.946362149394e+01  -9.441044490772e+01  
  3.235936569296e+01  3.943409976635e+01  -9.467821750678e+01  
  3.243396173493e+01  3.940430383316e+01  -9.494688926565e+01  
  3.250872973854e+01  3.937423045848e+01  -9.521646286554e+01  
  3.258367010019e+01  3.934387635827e+01  -9.548694097201e+01  
  3.265878321723e+01  3.931323819944e+01  -9.575832623434e+01  
  3.273406948788e+01  3.928231259889e+01  -9.603062128496e+01  
  3.280952931131e+01  3.925109612255e+01  -9.630382873881e+01  
  3.288516308759e+01  3.921958528436e+01  -9.657795119277e+01  
  3.296097121774e+01  3.918777654531e+01  -9.685299122501e+01  
  3.303695410368e+01  3.915566631234e+01  -9.712895139435e+01  
  3.311311214825e+01  3.912325093729e+01  -9.740583423964e+01  
  3.318944575525e+01  3.909052671579e+01  -9.768364227908e+01  
  3.326595532939e+01  3.905748988614e+01  -9.796237800960e+01  
  3.334264127632e+01  3.902413662816e+01  -9.824204390614e+01  
  3.341950400261e+01  3.899046306197e+01  -9.852264242101e+01  
  3.349654391578e+01  3.895646524677e+01  -9.880417598320e+01  
  3.357376142429e+01  3.892213917964e+01  -9.908664699767e+01  
  3.365115693754e+01  3.888748079415e+01  -9.937005784465e+01  
  3.372873086588e+01  3.885248595911e+01  -9.965441087893e+01  
  3.380648362059e+01  3.881715047720e+01  -9.993970842914e+01  
  3.388441561391e+01  3.878147008353e+01  -1.002259527970e+02  
  3.396252725903e+01  3.874544044422e+01  -1.005131462566e+02  
  3.404081897009e+01  3.870905715491e+01  -1.008012910536e+02  
  3.411929116219e+01  3.867231573925e+01  -1.010903894047e+02  
  3.419794425136e+01  3.863521164732e+01  -1.013804434965e+02  
  3.427677865464e+01  3.859774025401e+01  -1.016714554849e+02  
  3.435579478998e+01  3.855989685735e+01  -1.019634274946e+02  
  3.443499307633e+01  3.852167667682e+01  -1.022563616176e+02  
  3.451437393358e+01  3.848307485157e+01  -1.025502599134e+02  
  3.459393778261e+01  3.844408643861e+01  -1.028451244071e+02  
  3.467368504525e+01  3.840470641093e+01  -1.031409570895e+02  
  3.475361614431e+01  3.836492965558e+01  -1.034377599158e+02  
  3.483373150359e+01  3.832475097168e+01  -1.037355348048e+02  
  3.491403154785e+01  3.828416506836e+01  -1.040342836382e+02  
  3.499451670283e+01  3.824316656267e+01  -1.043340082597e+02  
  3.507518739525e+01  3.820174997738e+01  -1.046347104741e+02  
  3.515604405282e+01  3.815990973871e+01  -1.049363920463e+02  
  3.523708710424e+01  3.811764017408e+01  -1.052390547011e+02  
  3.531831697919e+01  3.807493550962e+01  -1.055427001212e+02  
  3.539973410834e+01  3.803178986778e+01  -1.058473299475e+02  
  3.548133892335e+01  3.798819726472e+01  -1.061529457772e+02  
  3.556313185689e+01  3.794415160768e+01  -1.064595491639e+02  
  3.564511334262e+01  3.789964669228e+01  -1.067671416156e+02  
  3.572728381519e+01  3.785467619967e+01  -1.070757245948e+02  
  3.580964371026e+01  3.780923369364e+01  -1.073852995168e+02  
  3.589219346449e+01  3.776331261757e+01  -1.076958677496e+02  
  3.597493351557e+01  3.771690629138e+01  -1.080074306120e+02  
  3.605786430216e+01  3.767000790823e+01  -1.083199893735e+02  
  3.614098626395e+01  3.762261053122e+01  -1.086335452530e+02  
  3.622429984166e+01  3.757470708997e+01  -1.089480994180e+02  
  3.630780547700e+01  3.752629037696e+01  -1.092636529833e+02  
  3.639150361271e+01  3.747735304390e+01  -1.095802070107e+02  
  3.647539469255e+01  3.742788759786e+01  -1.098977625075e+02  
  3.655947916131e+01  3.737788639730e+01  -1.102163204256e+02  
  3.664375746478e+01  3.732734164796e+01  -1.105358816610e+02  
  3.672823004980e+01  3.727624539854e+01  -1.108564470524e+02  
  3.681289736425e+01  3.722458953633e+01  -1.111780173803e+02  
  3.689775985701e+01  3.717236578256e+01  -1.115005933663e+02  
  3.698281797802e+01  3.711956568765e+01  -1.118241756717e+02  
  3.706807217825e+01  3.706618062625e+01  -1.121487648970e+02  
  3.715352290971e+01  3.701220179209e+01  -1.124743615806e+02  
  3.723917062545e+01  3.695762019264e+01  -1.128009661982e+02  
  3.732501577956e+01  3.690242664354e+01  -1.131285791614e+02  
  3.741105882720e+01  3.684661176287e+01  -1.134572008170e+02  
  3.749730022454e+01  3.679016596506e+01  -1.137868314460e+02  
  3.758374042884e+01  3.673307945476e+01  -1.141174712627e+02  
  3.767037989838e+01  3.667534222022e+01  -1.144491204135e+02  
  3.775721909253e+01  3.661694402665e+01  -1.147817789762e+02  
  3.784425847170e+01  3.655787440909e+01  -1.151154469592e+02  
  3.793149849736e+01  3.649812266511e+01  -1.154501242999e+02  
  3.801893963205e+01  3.643767784717e+01  -1.157858108646e+02  
  3.810658233937e+01  3.637652875467e+01  -1.161225064468e+02  
  3.819442708400e+01  3.631466392563e+01  -1.164602107668e+02  
  3.828247433167e+01  3.625207162805e+01  -1.167989234706e+02  
  3.837072454922e+01  3.618873985085e+01  -1.171386441288e+02  
  3.845917820453e+01  3.612465629450e+01  -1.174793722359e+02  
  3.854783576657e+01  3.605980836109e+01  -1.178211072095e+02  
  3.863669770540e+01  3.599418314415e+01  -1.181638483889e+02  
  3.872576449215e+01  3.592776741781e+01  -1.185075950349e+02  
  3.881503659906e+01  3.586054762564e+01  -1.188523463282e+02  
  3.890451449942e+01  3.579250986886e+01  -1.191981013693e+02  
  3.899419866765e+01  3.572363989411e+01  -1.195448591768e+02  
  3.908408957923e+01  3.565392308051e+01  -1.198926186872e+02  
  3.917418771077e+01  3.558334442625e+01  -1.202413787537e+02  
  3.926449353995e+01  3.551188853450e+01  -1.205911381458e+02  
  3.935500754557e+01  3.543953959857e+01  -1.209418955477e+02  
  3.944573020752e+01  3.536628138646e+01  -1.212936495583e+02  
  3.953666200681e+01  3.529209722459e+01  -1.216463986900e+02  
  3.962780342554e+01  3.521696998076e+01  -1.220001413681e+02  
  3.971915494694e+01  3.514088204621e+01  -1.223548759298e+02  
  3.981071705534e+01  3.506381531682e+01  -1.227106006236e+02  
  3.990249023621e+01  3.498575117339e+01  -1.230673136088e+02  
  3.999447497610e+01  3.490667046079e+01  -1.234250129544e+02  
  4.008667176272e+01  3.482655346613e+01  -1.237836966385e+02  
  4.017908108489e+01  3.474537989579e+01  -1.241433625480e+02  
  4.027170343254e+01  3.466312885112e+01  -1.245040084773e+02  
  4.036453929675e+01  3.457977880298e+01  -1.248656321283e+02  
  4.045758916974e+01  3.449530756479e+01  -1.252282311094e+02  
  4.055085354483e+01  3.440969226419e+01  -1.255918029350e+02  
  4.064433291651e+01  3.432290931309e+01  -1.259563450250e+02  
  4.073802778040e+01  3.423493437600e+01  -1.263218547042e+02  
  4.083193863326e+01  3.414574233669e+01  -1.266883292017e+02  
  4.092606597299e+01  3.405530726284e+01  -1.270557656507e+02  
  4.102041029865e+01  3.396360236865e+01  -1.274241610875e+02  
  4.111497211044e+01  3.387059997535e+01  -1.277935124516e+02  
  4.120975190973e+01  3.377627146929e+01  -1.281638165849e+02  
  4.130475019901e+01  3.368058725752e+01  -1.285350702317e+02  
  4.139996748197e+01  3.358351672077e+01  -1.289072700377e+02  
  4.149540426343e+01  3.348502816342e+01  -1.292804125503e+02  
  4.159106104939e+01  3.338508876044e+01  -1.296544942181e+02  
  4.168693834703e+01  3.328366450103e+01  -1.300295113903e+02  
  4.178303666465e+01  3.318072012858e+01  -1.304054603169e+02  
  4.187935651178e+01  3.307621907683e+01  -1.307823371481e+02  
  4.197589839909e+01  3.297012340184e+01  -1.311601379346e+02  
  4.207266283844e+01  3.286239370950e+01  -1.315388586269e+02  
  4.216965034285e+01  3.275298907809e+01  -1.319184950754e+02  
  4.226686142655e+01  3.264186697573e+01  -1.322990430305e+02  
  4.236429660495e+01  3.252898317198e+01  -1.326804981423e+02  
  4.246195639462e+01  3.241429164346e+01  -1.330628559606e+02  
  4.255984131337e+01  3.229774447261e+01  -1.334461119350e+02  
  4.265795188015e+01  3.217929173937e+01  -1.338302614149e+02  
  4.275628861515e+01  3.205888140480e+01  -1.342152996497e+02  
  4.285485203974e+01  3.193645918626e+01  -1.346012217886e+02  
  4.295364267648e+01  3.181196842318e+01  -1.349880228813e+02  
  4.305266104916e+01  3.168534993258e+01  -1.353756978777e+02  
  4.315190768277e+01  3.155654185353e+01  -1.357642416281e+02  
  4.325138310349e+01  3.142547947933e+01  -1.361536488841e+02  
  4.335108783874e+01  3.129209507640e+01  -1.365439142982e+02  
  4.345102241715e+01  3.115631768844e+01  -1.369350324245e+02  
  4.355118736855e+01  3.101807292456e+01  -1.373269977190e+02  
  4.365158322401e+01  3.087728272961e+01  -1.377198045402e+02  
  4.375221051582e+01  3.073386513512e+01  -1.381134471492e+02  
  4.385306977749e+01  3.058773398853e+01  -1.385079197105e+02  
  4.395416154377e+01  3.043879865873e+01  -1.389032162927e+02  
  4.405548635065e+01  3.028696371520e+01  -1.392993308686e+02  
  4.415704473532e+01  3.013212857784e+01  -1.396962573160e+02  
  4.425883723625e+01  2.997418713435e+01  -1.400939894188e+02  
  4.436086439313e+01  2.981302732137e+01  -1.404925208672e+02  
  4.446312674690e+01  2.964853066521e+01  -1.408918452585e+02  
  4.456562483974e+01  2.948057177751e+01  -1.412919560981e+02  
  4.466835921509e+01  2.930901780018e+01  -1.416928468004e+02  
  4.477133041763e+01  2.913372779369e+01  -1.420945106893e+02  
  4.487453899330e+01  2.895455206134e+01  -1.424969409995e+02  
  4.497798548932e+01  2.877133140146e+01  -1.429001308772e+02  
  4.508167045414e+01  2.858389627817e+01  -1.433040733811e+02  
  4.518559443748e+01  2.839206589958e+01  -1.437087614838e+02  
  4.528975799035e+01  2.819564719107e+01  -1.441141880723e+02  
  4.539416166501e+01  2.799443364876e+01  -1.445203459497e+02  
  4.549880601500e+01  2.778820405604e+01  -1.449272278358e+02  
  4.560369159512e+01  2.757672104316e+01  -1.453348263689e+02  
  4.570881896148e+01  2.735972946614e+01  -1.457431341064e+02  
  4.581418867144e+01  2.713695457724e+01  -1.461521435266e+02  
  4.591980128368e+01  2.690809995380e+01  -1.465618470299e+02  
  4.602565735813e+01  2.667284514640e+01  -1.469722369397e+02  
  4.613175745603e+01  2.643084299912e+01  -1.473833055045e+02  
  4.623810213992e+01  2.618171658568e+01  -1.477950448988e+02  
  4.634469197362e+01  2.592505569333e+01  -1.482074472250e+02  
  4.645152752227e+01  2.566041277208e+01  -1.486205045143e+02  
  4.655860935229e+01  2.538729824843e+01  -1.490342087290e+02  
  4.666593803142e+01  2.510517508030e+01  -1.494485517632e+02  
  4.677351412871e+01  2.481345240068e+01  -1.498635254452e+02  
  4.688133821452e+01  2.451147806066e+01  -1.502791215388e+02  
  4.698941086051e+01  2.419852983484e+01  -1.506953317449e+02  
  4.709773263969e+01  2.387380499066e+01  -1.511121477033e+02  
  4.720630412635e+01  2.353640784209e+01  -1.515295609944e+02  
  4.731512589614e+01  2.318533480142e+01  -1.519475631411e+02  
  4.742419852602e+01  2.281945630046e+01  -1.523661456103e+02  
  4.753352259427e+01  2.243749475965e+01  -1.527852998151e+02  
  4.764309868053e+01  2.203799752095e+01  -1.532050171163e+02  
  4.775292736576e+01  2.161930329647e+01  -1.536252888245e+02  
  4.786300923225e+01  2.117950017458e+01  -1.540461062020e+02  
  4.797334486366e+01  2.071637249845e+01  -1.544674604644e+02  
  4.808393484496e+01  2.022733288000e+01  -1.548893427829e+02  
  4.819477976250e+01  1.970933406014e+01  -1.553117442861e+02  
  4.830588020397e+01  1.915875299211e+01  -1.557346560619e+02  
  4.841723675840e+01  1.857123593233e+01  -1.561580691594e+02  
  4.852885001620e+01  1.794148765660e+01  -1.565819745910e+02  
  4.864072056914e+01  1.726297872411e+01  -1.570063633342e+02  
  4.875284901033e+01  1.652752930561e+01  -1.574312263333e+02  
  4.886523593427e+01  1.572470131793e+01  -1.578565545011e+02  
  4.897788193683e+01  1.484088205894e+01  -1.582823387205e+02  
  4.909078761525e+01  1.385785001807e+01  -1.587085698451e+02  
  4.920395356814e+01  1.275042645683e+01  -1.591352386993e+02  
  4.931738039548e+01  1.148240984078e+01  -1.595623360759e+02  
  4.943106869867e+01  9.999024162983e+00  -1.599898527295e+02  
  4.954501908047e+01  8.211536625505e+00  -1.604177793569e+02  
  4.965923214502e+01  5.961684202467e+00  -1.608461065390e+02  
  4.977370849788e+01  2.922355854623e+00  -1.612748245341e+02  
  4.988844874599e+01  -1.784168930976e+00  -1.617039221657e+02  
  5.000345349769e+01  -1.278208952850e+01  -1.621333687119e+02  
  5.011872336272e+01  -9.013710872421e+00  1.743672250018e+01  
  5.023425895223e+01  -5.644066479464e-01  1.700654466999e+01  
  5.035006087878e+01  3.630573800156e+00  1.657600898065e+01  
  5.046612975634e+01  6.442934093277e+00  1.614513510817e+01  
  5.058246620030e+01  8.560422560495e+00  1.571393369765e+01  
  5.069907082746e+01  1.025850779286e+01  1.528241441219e+01  
  5.081594425605e+01  1.167561329244e+01  1.485058667032e+01  
  5.093308710571e+01  1.289121845627e+01  1.441845980017e+01  
  5.105049999753e+01  1.395520182243e+01  1.398604308454e+01  
  5.116818355402e+01  1.490092995095e+01  1.355334577655e+01  
  5.128613839913e+01  1.575182667920e+01  1.312037710524e+01  
  5.140436515823e+01  1.652496898490e+01  1.268714627711e+01  
  5.152286445817e+01  1.723319121214e+01  1.225366247602e+01  
  5.164163692720e+01  1.788638361911e+01  1.181993486210e+01  
  5.176068319505e+01  1.849232923824e+01  1.138597257037e+01  
  5.188000389289e+01  1.905726301723e+01  1.095178470903e+01  
  5.199959965334e+01  1.958625698659e+01  1.051738035765e+01  
  5.211947111050e+01  2.008349262253e+01  1.008276856534e+01  
  5.223961889990e+01  2.055245786574e+01  9.647958348810e+00  
  5.236004365856e+01  2.099609250129e+01  9.212958690457e+00  
  5.248074602497e+01  2.141689733534e+01  8.777778536468e+00  
  5.260172663906e+01  2.181701747586e+01  8.342426794900e+00  
  5.272298614227e+01  2.219830675562e+01  7.906912333790e+00  
  5.284452517751e+01  2.256237820024e+01  7.471243979275e+00  
  5.296634438916e+01  2.291064401859e+01  7.035430513742e+00  
  5.308844442309e+01  2.324434762204e+01  6.599480673998e+00  
  5.321082592667e+01  2.356458950640e+01  6.163403149463e+00  
  5.333348954875e+01  2.387234835621e+01  5.727206580393e+00  
  5.345643593969e+01  2.416849839206e+01  5.290899556137e+00  
  5.357966575132e+01  2.445382373599e+01  4.854490613413e+00  
  5.370317963701e+01  2.472903038981e+01  4.417988234624e+00  
  5.382697825162e+01  2.499475628677e+01  3.981400846207e+00  
  5.395106225150e+01  2.525157977720e+01  3.544736817008e+00  
  5.407543229455e+01  2.550002683184e+01  3.108004456695e+00  
  5.420008904015e+01  2.574057718868e+01  2.671212014212e+00  
  5.432503314923e+01  2.597366962393e+01  2.234367676255e+00  
  5.445026528423e+01  2.619970649272e+01  1.797479565799e+00  
  5.457578610912e+01  2.641905765776e+01  1.360555740650e+00  
  5.470159628939e+01  2.663206390225e+01  9.236041920437e-01  
  5.482769649207e+01  2.683903990620e+01  4.866328432781e-01  
  5.495408738575e+01  2.704027685166e+01  4.964954838296e-02  
  5.508076964053e+01  2.723604471083e+01  -3.873379091668e-01  
  5.520774392806e+01  2.742659426244e+01  -8.243218177014e-01  
  5.533501092156e+01  2.761215887405e+01  -1.261294538565e+00  
  5.546257129578e+01  2.779295608233e+01  -1.698248507286e+00  
  5.559042572703e+01  2.796918899802e+01  -2.135176234702e+00  
  5.571857489318e+01  2.814104755847e+01  -2.572070308050e+00  
  5.584701947367e+01  2.830870964723e+01  -3.008923392009e+00  
  5.597576014950e+01  2.847234209714e+01  -3.445728229708e+00  
  5.610479760324e+01  2.863210159127e+01  -3.882477643686e+00  
  5.623413251902e+01  2.878813547397e+01  -4.319164536810e+00  
  5.636376558258e+01  2.894058248239e+01  -4.755781893157e+00  
  5.649369748122e+01  2.908957340793e+01  -5.192322778852e+00  
  5.662392890381e+01  2.923523169521e+01  -5.628780342857e+00  
  5.675446054084e+01  2.937767398583e+01  -6.065147817724e+00  
  5.688529308437e+01  2.951701061259e+01  -6.501418520310e+00  
  5.701642722806e+01  2.965334604974e+01  -6.937585852438e+00  
  5.714786366718e+01  2.978677932377e+01  -7.373643301526e+00  
  5.727960309857e+01  2.991740438876e+01  -7.809584441171e+00  
  5.741164622072e+01  3.004531047003e+01  -8.245402931691e+00  
  5.754399373370e+01  3.017058237910e+01  -8.681092520621e+00  
  5.767664633921e+01  3.029330080292e+01  -9.116647043179e+00  
  5.780960474056e+01  3.041354256975e+01  -9.552060422677e+00  
  5.794286964268e+01  3.053138089396e+01  -9.987326670901e+00  
  5.807644175212e+01  3.064688560169e+01  -1.042243988845e+01  
  5.821032177708e+01  3.076012333923e+01  -1.085739426502e+01  
  5.834451042736e+01  3.087115776551e+01  -1.129218407967e+01  
  5.847900841444e+01  3.098004973034e+01  -1.172680370105e+01  
  5.861381645139e+01  3.108685743942e+01  -1.216124758753e+01  
  5.874893525297e+01  3.119163660754e+01  -1.259551028741e+01  
  5.888436553555e+01  3.129444060068e+01  -1.302958643894e+01  
  5.902010801717e+01  3.139532056821e+01  -1.346347077046e+01  
  5.915616341754e+01  3.149432556587e+01  -1.389715810035e+01  
  5.929253245799e+01  3.159150267031e+01  -1.433064333707e+01  
  5.942921586155e+01  3.168689708588e+01  -1.476392147908e+01  
  5.956621435289e+01  3.178055224434e+01  -1.519698761478e+01  
  5.970352865837e+01  3.187250989793e+01  -1.562983692236e+01  
  5.984115950602e+01  3.196281020649e+01  -1.606246466965e+01  
  5.997910762554e+01  3.205149181886e+01  -1.649486621394e+01  
  6.011737374832e+01  3.213859194925e+01  -1.692703700176e+01  
  6.025595860742e+01  3.222414644873e+01  -1.735897256861e+01  
  6.039486293763e+01  3.230818987235e+01  -1.779066853865e+01  
  6.053408747538e+01  3.239075554216e+01  -1.822212062443e+01  
  6.067363295884e+01  3.247187560640e+01  -1.865332462648e+01  
  6.081350012786e+01  3.255158109519e+01  -1.908427643297e+01  
  6.095368972400e+01  3.262990197288e+01  -1.951497201926e+01  
  6.109420249054e+01  3.270686718746e+01  -1.994540744748e+01  
  6.123503917246e+01  3.278250471697e+01  -2.037557886605e+01  
  6.137620051647e+01  3.285684161342e+01  -2.080548250918e+01  
  6.151768727097e+01  3.292990404410e+01  -2.123511469633e+01  
  6.165950018614e+01  3.300171733071e+01  -2.166447183170e+01  
  6.180164001383e+01  3.307230598624e+01  -2.209355040357e+01  
  6.194410750767e+01  3.314169374989e+01  -2.252234698378e+01  
  6.208690342299e+01  3.320990362007e+01  -2.295085822705e+01  
  6.223002851690e+01  3.327695788568e+01  -2.337908087033e+01  
  6.237348354823e+01  3.334287815572e+01  -2.380701173215e+01  
