  Frequency             DB(V(VOUT))           P(V(VOUT))           
  1.188502227437e+00  4.346848235083e+01  1.753239153184e+00  
  1.191242008027e+00  4.346860921197e+01  1.735070960317e+00  
  1.193988104464e+00  4.346873535823e+01  1.716911464355e+00  
  1.196740531307e+00  4.346886079221e+01  1.698760572144e+00  
  1.199499303149e+00  4.346898551651e+01  1.680618190554e+00  
  1.202264434617e+00  4.346910953372e+01  1.662484226475e+00  
  1.205035940372e+00  4.346923284639e+01  1.644358586821e+00  
  1.207813835107e+00  4.346935545708e+01  1.626241178524e+00  
  1.210598133550e+00  4.346947736834e+01  1.608131908540e+00  
  1.213388850465e+00  4.346959858268e+01  1.590030683845e+00  
  1.216186000646e+00  4.346971910262e+01  1.571937411433e+00  
  1.218989598925e+00  4.346983893065e+01  1.553851998320e+00  
  1.221799660165e+00  4.346995806925e+01  1.535774351540e+00  
  1.224616199265e+00  4.347007652089e+01  1.517704378149e+00  
  1.227439231158e+00  4.347019428803e+01  1.499641985218e+00  
  1.230268770812e+00  4.347031137311e+01  1.481587079839e+00  
  1.233104833229e+00  4.347042777854e+01  1.463539569120e+00  
  1.235947433444e+00  4.347054350675e+01  1.445499360189e+00  
  1.238796586530e+00  4.347065856013e+01  1.427466360189e+00  
  1.241652307592e+00  4.347077294106e+01  1.409440476281e+00  
  1.244514611771e+00  4.347088665192e+01  1.391421615643e+00  
  1.247383514243e+00  4.347099969506e+01  1.373409685470e+00  
  1.250259030218e+00  4.347111207282e+01  1.355404592970e+00  
  1.253141174941e+00  4.347122378754e+01  1.337406245368e+00  
  1.256029963695e+00  4.347133484153e+01  1.319414549905e+00  
  1.258925411794e+00  4.347144523709e+01  1.301429413836e+00  
  1.261827534591e+00  4.347155497651e+01  1.283450744430e+00  
  1.264736347471e+00  4.347166406207e+01  1.265478448971e+00  
  1.267651865858e+00  4.347177249602e+01  1.247512434754e+00  
  1.270574105208e+00  4.347188028062e+01  1.229552609092e+00  
  1.273503081017e+00  4.347198741810e+01  1.211598879306e+00  
  1.276438808811e+00  4.347209391068e+01  1.193651152732e+00  
  1.279381304157e+00  4.347219976057e+01  1.175709336718e+00  
  1.282330582656e+00  4.347230496997e+01  1.157773338623e+00  
  1.285286659943e+00  4.347240954106e+01  1.139843065819e+00  
  1.288249551693e+00  4.347251347601e+01  1.121918425687e+00  
  1.291219273613e+00  4.347261677696e+01  1.103999325619e+00  
  1.294195841450e+00  4.347271944608e+01  1.086085673019e+00  
  1.297179270984e+00  4.347282148548e+01  1.068177375298e+00  
  1.300169578033e+00  4.347292289728e+01  1.050274339879e+00  
  1.303166778452e+00  4.347302368359e+01  1.032376474193e+00  
  1.306170888132e+00  4.347312384650e+01  1.014483685680e+00  
  1.309181922999e+00  4.347322338809e+01  9.965958817876e-01  
  1.312199899019e+00  4.347332231042e+01  9.787129699726e-01  
  1.315224832192e+00  4.347342061554e+01  9.608348576985e-01  
  1.318256738556e+00  4.347351830550e+01  9.429614524361e-01  
  1.321295634186e+00  4.347361538232e+01  9.250926616632e-01  
  1.324341535195e+00  4.347371184801e+01  9.072283928637e-01  
  1.327394457730e+00  4.347380770459e+01  8.893685535278e-01  
  1.330454417978e+00  4.347390295403e+01  8.715130511513e-01  
  1.333521432163e+00  4.347399759833e+01  8.536617932350e-01  
  1.336595516546e+00  4.347409163943e+01  8.358146872849e-01  
  1.339676687426e+00  4.347418507929e+01  8.179716408111e-01  
  1.342764961138e+00  4.347427791986e+01  8.001325613280e-01  
  1.345860354056e+00  4.347437016305e+01  7.822973563536e-01  
  1.348962882592e+00  4.347446181080e+01  7.644659334093e-01  
  1.352072563194e+00  4.347455286498e+01  7.466382000191e-01  
  1.355189412351e+00  4.347464332751e+01  7.288140637097e-01  
  1.358313446587e+00  4.347473320026e+01  7.109934320100e-01  
  1.361444682466e+00  4.347482248508e+01  6.931762124503e-01  
  1.364583136589e+00  4.347491118385e+01  6.753623125623e-01  
  1.367728825596e+00  4.347499929839e+01  6.575516398789e-01  
  1.370881766165e+00  4.347508683054e+01  6.397441019331e-01  
  1.374041975012e+00  4.347517378212e+01  6.219396062581e-01  
  1.377209468894e+00  4.347526015492e+01  6.041380603870e-01  
  1.380384264603e+00  4.347534595076e+01  5.863393718520e-01  
  1.383566378972e+00  4.347543117140e+01  5.685434481842e-01  
  1.386755828872e+00  4.347551581862e+01  5.507501969135e-01  
  1.389952631213e+00  4.347559989418e+01  5.329595255674e-01  
  1.393156802945e+00  4.347568339981e+01  5.151713416715e-01  
  1.396368361056e+00  4.347576633727e+01  4.973855527485e-01  
  1.399587322572e+00  4.347584870826e+01  4.796020663181e-01  
  1.402813704562e+00  4.347593051450e+01  4.618207898962e-01  
  1.406047524130e+00  4.347601175770e+01  4.440416309952e-01  
  1.409288798422e+00  4.347609243953e+01  4.262644971227e-01  
  1.412537544623e+00  4.347617256167e+01  4.084892957819e-01  
  1.415793779957e+00  4.347625212579e+01  3.907159344707e-01  
  1.419057521689e+00  4.347633113354e+01  3.729443206814e-01  
  1.422328787123e+00  4.347640958657e+01  3.551743619004e-01  
  1.425607593602e+00  4.347648748649e+01  3.374059656076e-01  
  1.428893958511e+00  4.347656483494e+01  3.196390392763e-01  
  1.432187899273e+00  4.347664163351e+01  3.018734903724e-01  
  1.435489433353e+00  4.347671788381e+01  2.841092263542e-01  
  1.438798578256e+00  4.347679358741e+01  2.663461546720e-01  
  1.442115351525e+00  4.347686874589e+01  2.485841827676e-01  
  1.445439770746e+00  4.347694336081e+01  2.308232180740e-01  
  1.448771853545e+00  4.347701743372e+01  2.130631680148e-01  
  1.452111617588e+00  4.347709096617e+01  1.953039400040e-01  
  1.455459080582e+00  4.347716395967e+01  1.775454414454e-01  
  1.458814260275e+00  4.347723641575e+01  1.597875797323e-01  
  1.462177174457e+00  4.347730833590e+01  1.420302622469e-01  
  1.465547840956e+00  4.347737972164e+01  1.242733963604e-01  
  1.468926277644e+00  4.347745057442e+01  1.065168894316e-01  
  1.472312502433e+00  4.347752089574e+01  8.876064880764e-02  
  1.475706533276e+00  4.347759068705e+01  7.100458182266e-02  
  1.479108388168e+00  4.347765994980e+01  5.324859579786e-02  
  1.482518085146e+00  4.347772868543e+01  3.549259804092e-02  
  1.485935642287e+00  4.347779689536e+01  1.773649584561e-02  
  1.489361077711e+00  4.347786458102e+01  -1.980350865354e-05  
  1.492794409579e+00  4.347793174382e+01  -1.777639275723e-02  
  1.496235656094e+00  4.347799838514e+01  -3.553336465067e-02  
  1.499684835502e+00  4.347806450637e+01  -5.329081195515e-02  
  1.503141966090e+00  4.347813010888e+01  -7.104882745290e-02  
  1.506607066187e+00  4.347819519404e+01  -8.880750394262e-02  
  1.510080154164e+00  4.347825976320e+01  -1.065669342399e-01  
  1.513561248436e+00  4.347832381771e+01  -1.243272111778e-01  
  1.517050367459e+00  4.347838735888e+01  -1.420884276070e-01  
  1.520547529732e+00  4.347845038805e+01  -1.598506763964e-01  
  1.524052753797e+00  4.347851290651e+01  -1.776140504336e-01  
  1.527566058238e+00  4.347857491558e+01  -1.953786426253e-01  
  1.531087461682e+00  4.347863641653e+01  -2.131445458975e-01  
  1.534616982799e+00  4.347869741065e+01  -2.309118531965e-01  
  1.538154640303e+00  4.347875789920e+01  -2.486806574885e-01  
  1.541700452949e+00  4.347881788344e+01  -2.664510517609e-01  
  1.545254439538e+00  4.347887736462e+01  -2.842231290222e-01  
  1.548816618912e+00  4.347893634396e+01  -3.019969823025e-01  
  1.552387009958e+00  4.347899482270e+01  -3.197727046542e-01  
  1.555965631605e+00  4.347905280205e+01  -3.375503891521e-01  
  1.559552502827e+00  4.347911028320e+01  -3.553301288940e-01  
  1.563147642641e+00  4.347916726737e+01  -3.731120170013e-01  
  1.566751070108e+00  4.347922375573e+01  -3.908961466191e-01  
  1.570362804333e+00  4.347927974944e+01  -4.086826109170e-01  
  1.573982864466e+00  4.347933524969e+01  -4.264715030890e-01  
  1.577611269699e+00  4.347939025760e+01  -4.442629163548e-01  
  1.581248039270e+00  4.347944477434e+01  -4.620569439594e-01  
  1.584893192461e+00  4.347949880103e+01  -4.798536791739e-01  
  1.588546748598e+00  4.347955233880e+01  -4.976532152961e-01  
  1.592208727051e+00  4.347960538874e+01  -5.154556456508e-01  
  1.595879147237e+00  4.347965795197e+01  -5.332610635899e-01  
  1.599558028614e+00  4.347971002958e+01  -5.510695624936e-01  
  1.603245390690e+00  4.347976162264e+01  -5.688812357702e-01  
  1.606941253013e+00  4.347981273223e+01  -5.866961768567e-01  
  1.610645635178e+00  4.347986335940e+01  -6.045144792196e-01  
  1.614358556826e+00  4.347991350522e+01  -6.223362363546e-01  
  1.618080037643e+00  4.347996317071e+01  -6.401615417881e-01  
  1.621810097359e+00  4.348001235691e+01  -6.579904890767e-01  
  1.625548755750e+00  4.348006106483e+01  -6.758231718080e-01  
  1.629296032640e+00  4.348010929550e+01  -6.936596836012e-01  
  1.633051947894e+00  4.348015704990e+01  -7.115001181076e-01  
  1.636816521428e+00  4.348020432904e+01  -7.293445690105e-01  
  1.640589773199e+00  4.348025113388e+01  -7.471931300262e-01  
  1.644371723215e+00  4.348029746540e+01  -7.650458949046e-01  
  1.648162391525e+00  4.348034332457e+01  -7.829029574288e-01  
  1.651961798229e+00  4.348038871232e+01  -8.007644114165e-01  
  1.655769963469e+00  4.348043362960e+01  -8.186303507199e-01  
  1.659586907437e+00  4.348047807735e+01  -8.365008692265e-01  
  1.663412650370e+00  4.348052205648e+01  -8.543760608592e-01  
  1.667247212551e+00  4.348056556790e+01  -8.722560195769e-01  
  1.671090614311e+00  4.348060861252e+01  -8.901408393752e-01  
  1.674942876026e+00  4.348065119122e+01  -9.080306142866e-01  
  1.678804018122e+00  4.348069330489e+01  -9.259254383810e-01  
  1.682674061070e+00  4.348073495441e+01  -9.438254057661e-01  
  1.686553025389e+00  4.348077614062e+01  -9.617306105880e-01  
  1.690440931643e+00  4.348081686439e+01  -9.796411470318e-01  
  1.694337800447e+00  4.348085712656e+01  -9.975571093216e-01  
  1.698243652462e+00  4.348089692796e+01  -1.015478591722e+00  
  1.702158508395e+00  4.348093626942e+01  -1.033405688536e+00  
  1.706082389003e+00  4.348097515174e+01  -1.051338494109e+00  
  1.710015315090e+00  4.348101357574e+01  -1.069277102827e+00  
  1.713957307508e+00  4.348105154220e+01  -1.087221609118e+00  
  1.717908387157e+00  4.348108905192e+01  -1.105172107452e+00  
  1.721868574986e+00  4.348112610566e+01  -1.123128692341e+00  
  1.725837891990e+00  4.348116270420e+01  -1.141091458339e+00  
  1.729816359215e+00  4.348119884828e+01  -1.159060500047e+00  
  1.733803997754e+00  4.348123453866e+01  -1.177035912106e+00  
  1.737800828749e+00  4.348126977608e+01  -1.195017789204e+00  
  1.741806873391e+00  4.348130456125e+01  -1.213006226073e+00  
  1.745822152920e+00  4.348133889490e+01  -1.231001317490e+00  
  1.749846688624e+00  4.348137277774e+01  -1.249003158280e+00  
  1.753880501842e+00  4.348140621046e+01  -1.267011843311e+00  
  1.757923613958e+00  4.348143919376e+01  -1.285027467501e+00  
  1.761976046411e+00  4.348147172832e+01  -1.303050125812e+00  
  1.766037820686e+00  4.348150381480e+01  -1.321079913257e+00  
  1.770108958317e+00  4.348153545387e+01  -1.339116924896e+00  
  1.774189480890e+00  4.348156664618e+01  -1.357161255837e+00  
  1.778279410039e+00  4.348159739236e+01  -1.375213001238e+00  
  1.782378767448e+00  4.348162769307e+01  -1.393272256306e+00  
  1.786487574852e+00  4.348165754891e+01  -1.411339116300e+00  
  1.790605854035e+00  4.348168696050e+01  -1.429413676527e+00  
  1.794733626832e+00  4.348171592845e+01  -1.447496032347e+00  
  1.798870915129e+00  4.348174445336e+01  -1.465586279171e+00  
  1.803017740859e+00  4.348177253580e+01  -1.483684512463e+00  
  1.807174126011e+00  4.348180017635e+01  -1.501790827737e+00  
  1.811340092619e+00  4.348182737559e+01  -1.519905320564e+00  
  1.815515662773e+00  4.348185413408e+01  -1.538028086565e+00  
  1.819700858610e+00  4.348188045235e+01  -1.556159221417e+00  
  1.823895702319e+00  4.348190633095e+01  -1.574298820851e+00  
  1.828100216143e+00  4.348193177041e+01  -1.592446980653e+00  
  1.832314422371e+00  4.348195677125e+01  -1.610603796665e+00  
  1.836538343348e+00  4.348198133398e+01  -1.628769364784e+00  
  1.840772001469e+00  4.348200545912e+01  -1.646943780964e+00  
  1.845015419179e+00  4.348202914713e+01  -1.665127141218e+00  
  1.849268618978e+00  4.348205239853e+01  -1.683319541612e+00  
  1.853531623415e+00  4.348207521376e+01  -1.701521078275e+00  
  1.857804455091e+00  4.348209759332e+01  -1.719731847390e+00  
  1.862087136663e+00  4.348211953764e+01  -1.737951945203e+00  
  1.866379690834e+00  4.348214104718e+01  -1.756181468016e+00  
  1.870682140366e+00  4.348216212237e+01  -1.774420512193e+00  
  1.874994508067e+00  4.348218276365e+01  -1.792669174158e+00  
  1.879316816803e+00  4.348220297143e+01  -1.810927550396e+00  
  1.883649089490e+00  4.348222274613e+01  -1.829195737454e+00  
  1.887991349096e+00  4.348224208814e+01  -1.847473831940e+00  
  1.892343618645e+00  4.348226099785e+01  -1.865761930524e+00  
  1.896705921211e+00  4.348227947566e+01  -1.884060129941e+00  
  1.901078279923e+00  4.348229752194e+01  -1.902368526987e+00  
  1.905460717963e+00  4.348231513704e+01  -1.920687218525e+00  
  1.909853258566e+00  4.348233232132e+01  -1.939016301480e+00  
  1.914255925021e+00  4.348234907514e+01  -1.957355872842e+00  
  1.918668740670e+00  4.348236539883e+01  -1.975706029668e+00  
  1.923091728910e+00  4.348238129271e+01  -1.994066869079e+00  
  1.927524913191e+00  4.348239675711e+01  -2.012438488266e+00  
  1.931968317017e+00  4.348241179234e+01  -2.030820984483e+00  
  1.936421963946e+00  4.348242639869e+01  -2.049214455054e+00  
  1.940885877593e+00  4.348244057647e+01  -2.067618997370e+00  
  1.945360081622e+00  4.348245432594e+01  -2.086034708891e+00  
  1.949844599758e+00  4.348246764739e+01  -2.104461687145e+00  
  1.954339455775e+00  4.348248054108e+01  -2.122900029732e+00  
  1.958844673506e+00  4.348249300727e+01  -2.141349834320e+00  
  1.963360276836e+00  4.348250504620e+01  -2.159811198647e+00  
  1.967886289707e+00  4.348251665811e+01  -2.178284220525e+00  
  1.972422736115e+00  4.348252784322e+01  -2.196768997835e+00  
  1.976969640112e+00  4.348253860177e+01  -2.215265628531e+00  
  1.981527025805e+00  4.348254893395e+01  -2.233774210640e+00  
  1.986094917357e+00  4.348255883998e+01  -2.252294842261e+00  
  1.990673338987e+00  4.348256832003e+01  -2.270827621569e+00  
  1.995262314969e+00  4.348257737430e+01  -2.289372646810e+00  
  1.999861869633e+00  4.348258600296e+01  -2.307930016309e+00  
  2.004472027365e+00  4.348259420617e+01  -2.326499828461e+00  
  2.009092812608e+00  4.348260198409e+01  -2.345082181742e+00  
  2.013724249862e+00  4.348260933686e+01  -2.363677174700e+00  
  2.018366363681e+00  4.348261626463e+01  -2.382284905962e+00  
  2.023019178678e+00  4.348262276753e+01  -2.400905474234e+00  
  2.027682719521e+00  4.348262884567e+01  -2.419538978295e+00  
  2.032357010936e+00  4.348263449916e+01  -2.438185517008e+00  
  2.037042077705e+00  4.348263972811e+01  -2.456845189311e+00  
  2.041737944669e+00  4.348264453260e+01  -2.475518094222e+00  
  2.046444636724e+00  4.348264891273e+01  -2.494204330842e+00  
  2.051162178825e+00  4.348265286857e+01  -2.512903998348e+00  
  2.055890595984e+00  4.348265640018e+01  -2.531617196002e+00  
  2.060629913270e+00  4.348265950761e+01  -2.550344023144e+00  
  2.065380155810e+00  4.348266219093e+01  -2.569084579201e+00  
  2.070141348791e+00  4.348266445016e+01  -2.587838963677e+00  
  2.074913517455e+00  4.348266628534e+01  -2.606607276163e+00  
  2.079696687103e+00  4.348266769648e+01  -2.625389616333e+00  
  2.084490883097e+00  4.348266868360e+01  -2.644186083944e+00  
  2.089296130854e+00  4.348266924669e+01  -2.662996778840e+00  
  2.094112455851e+00  4.348266938576e+01  -2.681821800948e+00  
  2.098939883623e+00  4.348266910079e+01  -2.700661250282e+00  
  2.103778439766e+00  4.348266839175e+01  -2.719515226943e+00  
  2.108628149933e+00  4.348266725861e+01  -2.738383831118e+00  
  2.113489039836e+00  4.348266570133e+01  -2.757267163082e+00  
  2.118361135248e+00  4.348266371985e+01  -2.776165323198e+00  
  2.123244462000e+00  4.348266131411e+01  -2.795078411916e+00  
  2.128139045982e+00  4.348265848405e+01  -2.814006529779e+00  
  2.133044913146e+00  4.348265522958e+01  -2.832949777416e+00  
  2.137962089502e+00  4.348265155062e+01  -2.851908255548e+00  
  2.142890601120e+00  4.348264744706e+01  -2.870882064986e+00  
  2.147830474130e+00  4.348264291881e+01  -2.889871306632e+00  
  2.152781734724e+00  4.348263796575e+01  -2.908876081482e+00  
  2.157744409152e+00  4.348263258775e+01  -2.927896490623e+00  
  2.162718523727e+00  4.348262678469e+01  -2.946932635233e+00  
  2.167704104819e+00  4.348262055641e+01  -2.965984616588e+00  
  2.172701178863e+00  4.348261390276e+01  -2.985052536054e+00  
  2.177709772353e+00  4.348260682359e+01  -3.004136495093e+00  
  2.182729911843e+00  4.348259931873e+01  -3.023236595264e+00  
  2.187761623949e+00  4.348259138799e+01  -3.042352938219e+00  
  2.192804935350e+00  4.348258303120e+01  -3.061485625708e+00  
  2.197859872785e+00  4.348257424814e+01  -3.080634759577e+00  
  2.202926463053e+00  4.348256503862e+01  -3.099800441771e+00  
  2.208004733019e+00  4.348255540242e+01  -3.118982774330e+00  
  2.213094709605e+00  4.348254533932e+01  -3.138181859396e+00  
  2.218196419800e+00  4.348253484908e+01  -3.157397799207e+00  
  2.223309890651e+00  4.348252393145e+01  -3.176630696104e+00  
  2.228435149270e+00  4.348251258620e+01  -3.195880652526e+00  
  2.233572222830e+00  4.348250081305e+01  -3.215147771012e+00  
  2.238721138568e+00  4.348248861174e+01  -3.234432154205e+00  
  2.243881923782e+00  4.348247598198e+01  -3.253733904848e+00  
  2.249054605836e+00  4.348246292350e+01  -3.273053125787e+00  
  2.254239212152e+00  4.348244943598e+01  -3.292389919971e+00  
  2.259435770221e+00  4.348243551913e+01  -3.311744390455e+00  
  2.264644307593e+00  4.348242117262e+01  -3.331116640393e+00  
  2.269864851884e+00  4.348240639614e+01  -3.350506773049e+00  
  2.275097430772e+00  4.348239118934e+01  -3.369914891790e+00  
  2.280342072000e+00  4.348237555188e+01  -3.389341100089e+00  
  2.285598803375e+00  4.348235948342e+01  -3.408785501526e+00  
  2.290867652767e+00  4.348234298358e+01  -3.428248199788e+00  
  2.296148648112e+00  4.348232605200e+01  -3.447729298669e+00  
  2.301441817408e+00  4.348230868830e+01  -3.467228902072e+00  
  2.306747188720e+00  4.348229089208e+01  -3.486747114009e+00  
  2.312064790175e+00  4.348227266294e+01  -3.506284038602e+00  
  2.317394649968e+00  4.348225400049e+01  -3.525839780080e+00  
  2.322736796357e+00  4.348223490429e+01  -3.545414442787e+00  
  2.328091257665e+00  4.348221537392e+01  -3.565008131175e+00  
  2.333458062281e+00  4.348219540895e+01  -3.584620949809e+00  
  2.338837238659e+00  4.348217500893e+01  -3.604253003366e+00  
  2.344228815320e+00  4.348215417339e+01  -3.623904396636e+00  
  2.349632820848e+00  4.348213290189e+01  -3.643575234523e+00  
  2.355049283896e+00  4.348211119394e+01  -3.663265622043e+00  
  2.360478233180e+00  4.348208904907e+01  -3.682975664331e+00  
  2.365919697485e+00  4.348206646677e+01  -3.702705466633e+00  
  2.371373705661e+00  4.348204344654e+01  -3.722455134313e+00  
  2.376840286625e+00  4.348201998788e+01  -3.742224772851e+00  
  2.382319469358e+00  4.348199609026e+01  -3.762014487845e+00  
  2.387811282913e+00  4.348197175315e+01  -3.781824385009e+00  
  2.393315756405e+00  4.348194697601e+01  -3.801654570177e+00  
  2.398832919019e+00  4.348192175830e+01  -3.821505149301e+00  
  2.404362800007e+00  4.348189609944e+01  -3.841376228453e+00  
  2.409905428686e+00  4.348186999888e+01  -3.861267913823e+00  
  2.415460834445e+00  4.348184345604e+01  -3.881180311725e+00  
  2.421029046736e+00  4.348181647032e+01  -3.901113528593e+00  
  2.426610095082e+00  4.348178904113e+01  -3.921067670982e+00  
  2.432204009074e+00  4.348176116787e+01  -3.941042845570e+00  
  2.437810818368e+00  4.348173284992e+01  -3.961039159158e+00  
  2.443430552694e+00  4.348170408664e+01  -3.981056718672e+00  
  2.449063241844e+00  4.348167487741e+01  -4.001095631161e+00  
  2.454708915685e+00  4.348164522158e+01  -4.021156003800e+00  
  2.460367604147e+00  4.348161511850e+01  -4.041237943887e+00  
  2.466039337234e+00  4.348158456749e+01  -4.061341558850e+00  
  2.471724145016e+00  4.348155356790e+01  -4.081466956241e+00  
  2.477422057633e+00  4.348152211902e+01  -4.101614243741e+00  
  2.483133105295e+00  4.348149022017e+01  -4.121783529158e+00  
  2.488857318282e+00  4.348145787065e+01  -4.141974920429e+00  
  2.494594726943e+00  4.348142506974e+01  -4.162188525620e+00  
  2.500345361696e+00  4.348139181672e+01  -4.182424452927e+00  
  2.506109253032e+00  4.348135811086e+01  -4.202682810678e+00  
  2.511886431509e+00  4.348132395141e+01  -4.222963707330e+00  
  2.517676927759e+00  4.348128933762e+01  -4.243267251473e+00  
  2.523480772480e+00  4.348125426874e+01  -4.263593551829e+00  
  2.529297996446e+00  4.348121874398e+01  -4.283942717253e+00  
  2.535128630498e+00  4.348118276256e+01  -4.304314856733e+00  
  2.540972705549e+00  4.348114632370e+01  -4.324710079393e+00  
  2.546830252585e+00  4.348110942659e+01  -4.345128494491e+00  
  2.552701302661e+00  4.348107207043e+01  -4.365570211421e+00  
  2.558585886905e+00  4.348103425438e+01  -4.386035339711e+00  
  2.564484036517e+00  4.348099597762e+01  -4.406523989028e+00  
  2.570395782769e+00  4.348095723930e+01  -4.427036269177e+00  
  2.576321157002e+00  4.348091803858e+01  -4.447572290100e+00  
  2.582260190634e+00  4.348087837460e+01  -4.468132161876e+00  
  2.588212915153e+00  4.348083824647e+01  -4.488715994728e+00  
  2.594179362118e+00  4.348079765333e+01  -4.509323899014e+00  
  2.600159563165e+00  4.348075659427e+01  -4.529955985236e+00  
  2.606153549999e+00  4.348071506840e+01  -4.550612364037e+00  
  2.612161354399e+00  4.348067307480e+01  -4.571293146199e+00  
  2.618183008219e+00  4.348063061256e+01  -4.591998442651e+00  
  2.624218543384e+00  4.348058768074e+01  -4.612728364461e+00  
  2.630267991895e+00  4.348054427839e+01  -4.633483022845e+00  
  2.636331385825e+00  4.348050040457e+01  -4.654262529161e+00  
  2.642408757322e+00  4.348045605831e+01  -4.675066994912e+00  
  2.648500138606e+00  4.348041123864e+01  -4.695896531748e+00  
  2.654605561975e+00  4.348036594457e+01  -4.716751251465e+00  
  2.660725059798e+00  4.348032017511e+01  -4.737631266008e+00  
  2.666858664521e+00  4.348027392926e+01  -4.758536687466e+00  
  2.673006408663e+00  4.348022720600e+01  -4.779467628080e+00  
  2.679168324819e+00  4.348018000431e+01  -4.800424200239e+00  
  2.685344445658e+00  4.348013232315e+01  -4.821406516481e+00  
  2.691534803927e+00  4.348008416148e+01  -4.842414689496e+00  
  2.697739432445e+00  4.348003551823e+01  -4.863448832124e+00  
  2.703958364108e+00  4.347998639235e+01  -4.884509057357e+00  
  2.710191631890e+00  4.347993678275e+01  -4.905595478341e+00  
  2.716439268839e+00  4.347988668835e+01  -4.926708208373e+00  
  2.722701308078e+00  4.347983610804e+01  -4.947847360905e+00  
  2.728977782808e+00  4.347978504073e+01  -4.969013049543e+00  
  2.735268726306e+00  4.347973348529e+01  -4.990205388050e+00  
  2.741574171928e+00  4.347968144058e+01  -5.011424490341e+00  
  2.747894153102e+00  4.347962890548e+01  -5.032670470493e+00  
  2.754228703338e+00  4.347957587882e+01  -5.053943442735e+00  
  2.760577856220e+00  4.347952235945e+01  -5.075243521456e+00  
  2.766941645411e+00  4.347946834618e+01  -5.096570821206e+00  
  2.773320104651e+00  4.347941383785e+01  -5.117925456690e+00  
  2.779713267759e+00  4.347935883325e+01  -5.139307542776e+00  
  2.786121168629e+00  4.347930333117e+01  -5.160717194492e+00  
  2.792543841237e+00  4.347924733040e+01  -5.182154527026e+00  
  2.798981319634e+00  4.347919082972e+01  -5.203619655730e+00  
  2.805433637951e+00  4.347913382788e+01  -5.225112696117e+00  
  2.811900830399e+00  4.347907632364e+01  -5.246633763866e+00  
  2.818382931264e+00  4.347901831573e+01  -5.268182974817e+00  
  2.824879974915e+00  4.347895980289e+01  -5.289760444977e+00  
  2.831391995799e+00  4.347890078382e+01  -5.311366290518e+00  
  2.837919028441e+00  4.347884125724e+01  -5.333000627777e+00  
  2.844461107448e+00  4.347878122185e+01  -5.354663573260e+00  
  2.851018267504e+00  4.347872067632e+01  -5.376355243639e+00  
  2.857590543375e+00  4.347865961934e+01  -5.398075755755e+00  
  2.864177969906e+00  4.347859804955e+01  -5.419825226619e+00  
  2.870780582024e+00  4.347853596562e+01  -5.441603773410e+00  
  2.877398414735e+00  4.347847336618e+01  -5.463411513479e+00  
  2.884031503126e+00  4.347841024987e+01  -5.485248564346e+00  
  2.890679882365e+00  4.347834661528e+01  -5.507115043706e+00  
  2.897343587701e+00  4.347828246104e+01  -5.529011069424e+00  
  2.904022654464e+00  4.347821778574e+01  -5.550936759540e+00  
  2.910717118066e+00  4.347815258796e+01  -5.572892232267e+00  
  2.917427014001e+00  4.347808686626e+01  -5.594877605993e+00  
  2.924152377843e+00  4.347802061922e+01  -5.616892999282e+00  
  2.930893245250e+00  4.347795384537e+01  -5.638938530874e+00  
  2.937649651961e+00  4.347788654325e+01  -5.661014319686e+00  
  2.944421633798e+00  4.347781871140e+01  -5.683120484812e+00  
  2.951209226666e+00  4.347775034831e+01  -5.705257145525e+00  
  2.958012466551e+00  4.347768145250e+01  -5.727424421277e+00  
  2.964831389524e+00  4.347761202245e+01  -5.749622431702e+00  
  2.971666031738e+00  4.347754205664e+01  -5.771851296610e+00  
  2.978516429429e+00  4.347747155354e+01  -5.794111135996e+00  
  2.985382618918e+00  4.347740051160e+01  -5.816402070036e+00  
  2.992264636608e+00  4.347732892926e+01  -5.838724219089e+00  
  2.999162518987e+00  4.347725680496e+01  -5.861077703697e+00  
  3.006076302628e+00  4.347718413710e+01  -5.883462644587e+00  
  3.013006024186e+00  4.347711092411e+01  -5.905879162672e+00  
  3.019951720402e+00  4.347703716438e+01  -5.928327379048e+00  
  3.026913428101e+00  4.347696285628e+01  -5.950807415000e+00  
  3.033891184194e+00  4.347688799818e+01  -5.973319392000e+00  
  3.040885025676e+00  4.347681258845e+01  -5.995863431707e+00  
  3.047894989628e+00  4.347673662544e+01  -6.018439655970e+00  
  3.054921113215e+00  4.347666010747e+01  -6.041048186826e+00  
  3.061963433690e+00  4.347658303286e+01  -6.063689146504e+00  
  3.069021988391e+00  4.347650539994e+01  -6.086362657424e+00  
  3.076096814740e+00  4.347642720698e+01  -6.109068842197e+00  
  3.083187950249e+00  4.347634845229e+01  -6.131807823627e+00  
  3.090295432513e+00  4.347626913413e+01  -6.154579724712e+00  
  3.097419299216e+00  4.347618925075e+01  -6.177384668643e+00  
  3.104559588128e+00  4.347610880042e+01  -6.200222778806e+00  
  3.111716337106e+00  4.347602778136e+01  -6.223094178784e+00  
  3.118889584094e+00  4.347594619179e+01  -6.245998992356e+00  
  3.126079367124e+00  4.347586402992e+01  -6.268937343498e+00  
  3.133285724315e+00  4.347578129396e+01  -6.291909356384e+00  
  3.140508693876e+00  4.347569798209e+01  -6.314915155387e+00  
  3.147748314101e+00  4.347561409247e+01  -6.337954865079e+00  
  3.155004623374e+00  4.347552962326e+01  -6.361028610234e+00  
  3.162277660168e+00  4.347544457262e+01  -6.384136515825e+00  
